time_entry_id,shot_id,project_id,artist_id,work_date,hours_logged,task_type,billable_flag,overtime_flag,source_system,comment
TE-0004052,PRJ-1009_SQ030_SH0070,PRJ-1009,ART-035,2025-08-17,2.36,Review Fixes,Y,Y,Production Tracker,Internal review changes
TE-0005546,PRJ-1012_SQ120_SH0030,PRJ-1012,ART-008,2026-01-07,3.95,Production,Y,N,Timesheet Portal,Client notes
TE-0004029,PRJ-1009_SQ070_SH0060,PRJ-1009,ART-028,2025-08-18,5.89,Technical Setup,Y,N,Production Tracker,
TE-0005993,PRJ-1013_SQ010_SH0050,PRJ-1013,ART-025,2026-03-09,7.76,Production,Y,N,Timesheet Portal,
TE-0000548,PRJ-1002_SQ040_SH0010,PRJ-1002,ART-037,2024-02-16,8.72,Production,Y,Y,Production Tracker,Internal review changes
TE-0002632,PRJ-1006_SQ020_SH0040,PRJ-1006,ART-025,2025-02-16,22.36,Review Fixes,Y,Y,Timesheet Portal,Client notes
TE-0000070,PRJ-1001_SQ020_SH0020,PRJ-1001,ART-034,2024-02-26,7.53,Production,Y,N,Production Tracker,Client notes
TE-0005428,PRJ-1012_SQ020_SH0020,PRJ-1012,ART-052,2025-12-01,7.05,Production,Y,N,Production Tracker,Internal review changes
TE-0002287,PRJ-1005_SQ050_SH0100,PRJ-1005,ART-046,2025-01-04,8.13,QC,Y,Y,Production Tracker,
TE-0004470,PRJ-1010_SQ100_SH0030,PRJ-1010,ART-015,2025-08-09,5.51,Production,Y,Y,Production Tracker,Internal review changes
TE-0006201,PRJ-1014_SQ010_SH0020,PRJ-1014,ART-051,2026-03-15,12.88,Production,Y,Y,Production Tracker,Weekend delivery push
TE-0002999,PRJ-1007_SQ010_SH0030,PRJ-1007,ART-041,2025-01-29,2.19,Production,Y,N,Timesheet Portal,Late turnover
TE-0000533,PRJ-1002_SQ020_SH0010,PRJ-1002,ART-028,2024-02-13,8.43,Production,Y,Y,Production Tracker,Late turnover
TE-0005579,PRJ-1012_SQ060_SH0040,PRJ-1012,ART-009,2026-02-01,8.05,Production,Y,Y,Timesheet Portal,Weekend delivery push
TE-0002530,PRJ-1006_SQ100_SH0020,PRJ-1006,ART-046,2024-12-05,6.96,Review Fixes,Y,N,Production Tracker,
TE-0006785,PRJ-1015_SQ050_SH0090,PRJ-1015,ART-020,2026-08-11,4.67,Technical Setup,Y,N,Production Tracker,
TE-0006043,PRJ-1013_SQ040_SH0060,PRJ-1013,ART-038,2026-03-25,4.27,Production,Y,N,Production Tracker,
TE-0005477,PRJ-1012_SQ100_SH0020,PRJ-1012,ART-010,2025-12-29,3.27,Review Fixes,Y,N,Production Tracker,
TE-0004950,PRJ-1010_SQ060_SH0100,PRJ-1010,ART-036,2026-03-02,5.8,Production,Y,N,Production Tracker,Internal review changes
TE-0006797,PRJ-1015_SQ010_SH0100,PRJ-1015,ART-053,2026-08-31,2.73,Production,Y,N,Production Tracker,
TE-0004562,PRJ-1010_SQ040_SH0050,PRJ-1010,ART-010,2025-09-25,5.51,Production,Y,N,Production Tracker,
TE-0006251,PRJ-1014_SQ060_SH0030,PRJ-1014,ART-055,2026-03-29,2.53,Review Fixes,Y,Y,Production Tracker,Internal review changes
TE-0004992,PRJ-1011_SQ030_SH0020,PRJ-1011,ART-031,2025-08-06,7.79,Review Fixes,Y,N,Production Tracker,
TE-0004505,PRJ-1010_SQ070_SH0040,PRJ-1010,ART-026,2025-09-08,3.82,Production,Y,N,Production Tracker,Weekend delivery push
TE-0002918,PRJ-1006_SQ020_SH0080,PRJ-1006,ART-040,2025-07-07,2.91,Technical Setup,Y,N,Timesheet Portal,
TE-0001107,PRJ-1002_SQ060_SH0070,PRJ-1002,ART-053,2024-09-16,5.05,Production,Y,N,Production Tracker,Weekend delivery push
TE-0001755,PRJ-1004_SQ060_SH0050,PRJ-1004,ART-009,2024-10-04,9.92,Production,Y,Y,Production Tracker,Weekend delivery push
TE-0000897,PRJ-1002_SQ030_SH0050,PRJ-1002,ART-051,2024-07-09,9.59,Production,Y,Y,Timesheet Portal,
TE-0006164,PRJ-1013_SQ040_SH0090,PRJ-1013,ART-030,2026-05-10,7.11,Production,Y,Y,Production Tracker,Client notes
TE-0002911,PRJ-1006_SQ020_SH0080,PRJ-1006,ART-040,2025-07-08,9.85,QC,Y,Y,Production Tracker,
TE-0004273,PRJ-1009_SQ080_SH0110,PRJ-1009,ART-035,2025-12-20,2.65,Production,Y,Y,Production Tracker,
TE-0002901,PRJ-1006_SQ110_SH0070,PRJ-1006,ART-044,2025-06-19,2.41,Production,Y,N,Production Tracker,Client notes
TE-0005703,PRJ-1012_SQ030_SH0060,PRJ-1012,ART-040,2026-04-21,0.52,Review Fixes,Y,N,Production Tracker,
TE-0000312,PRJ-1001_SQ070_SH0060,PRJ-1001,ART-045,2024-06-06,2.93,Review Fixes,Y,N,Timesheet Portal,Internal review changes
TE-0001833,PRJ-1004_SQ090_SH0060,PRJ-1004,ART-022,2024-10-26,5.1,Production,Y,Y,Production Tracker,
TE-0000044,PRJ-1001_SQ070_SH0010,PRJ-1001,ART-050,2024-02-13,8.34,Production,Y,Y,Production Tracker,
TE-0000354,PRJ-1001_SQ060_SH0070,PRJ-1001,ART-017,2024-06-03,3.71,Review Fixes,Y,N,Production Tracker,Weekend delivery push
TE-0006503,PRJ-1015_SQ020_SH0010,PRJ-1015,ART-015,2026-03-28,2.1,Production,Y,Y,Timesheet Portal,Late turnover
TE-0002306,PRJ-1005_SQ020_SH0110,PRJ-1005,ART-045,2025-01-05,9.22,Production,Y,Y,Timesheet Portal,Client notes
TE-0004682,PRJ-1010_SQ040_SH0070,PRJ-1010,ART-044,2025-11-25,14.5,Review Fixes,Y,Y,Production Tracker,Weekend delivery push
TE-0006808,PRJ-1015_SQ020_SH0100,PRJ-1015,ART-010,2026-08-28,6.9,Production,Y,N,Timesheet Portal,Client notes
TE-0003586,PRJ-1008_SQ040_SH0080,PRJ-1008,ART-027,2025-08-04,5.24,Review Fixes,Y,N,Timesheet Portal,Client notes
TE-0001394,PRJ-1003_SQ010_SH0070,PRJ-1003,ART-002,2024-06-05,5.07,QC,Y,N,Timesheet Portal,
TE-0002025,PRJ-1005_SQ030_SH0020,PRJ-1005,ART-015,2024-09-03,8.52,Technical Setup,Y,Y,Production Tracker,
TE-0004063,PRJ-1009_SQ040_SH0070,PRJ-1009,ART-060,2025-09-02,5.26,Production,Y,N,Production Tracker,
TE-0000555,PRJ-1002_SQ040_SH0010,PRJ-1002,ART-047,2024-02-26,9.92,Production,Y,Y,Production Tracker,Late turnover
TE-0006825,PRJ-1015_SQ070_SH0100,PRJ-1015,ART-017,2026-09-18,8.69,Production,Y,Y,Production Tracker,Internal review changes
TE-0002675,PRJ-1006_SQ080_SH0040,PRJ-1006,ART-059,2025-03-08,4.66,Production,Y,Y,Production Tracker,
TE-0006228,PRJ-1014_SQ050_SH0020,PRJ-1014,ART-009,2026-03-27,9.49,Technical Setup,Y,Y,Timesheet Portal,Weekend delivery push
TE-0002401,PRJ-1006_SQ030_SH0010,PRJ-1006,ART-019,2024-10-22,8.95,Production,Y,Y,Production Tracker,Client notes
TE-0006358,PRJ-1014_SQ040_SH0060,PRJ-1014,ART-038,2026-05-17,6.41,Production,Y,Y,Timesheet Portal,
TE-0002336,PRJ-1005_SQ010_SH0120,PRJ-1005,ART-021,2025-01-24,1.16,Production,Y,N,Timesheet Portal,Internal review changes
TE-0004498,PRJ-1010_SQ060_SH0040,PRJ-1010,ART-052,2025-08-23,9.46,Review Fixes,Y,Y,Production Tracker,
TE-0003239,PRJ-1008_SQ060_SH0020,PRJ-1008,ART-018,2025-03-25,8.87,R&D,N,Y,Timesheet Portal,
TE-0006864,PRJ-1015_SQ050_SH0120,PRJ-1015,ART-025,2026-10-19,3.45,Production,Y,N,Production Tracker,Late turnover
TE-0000621,PRJ-1002_SQ120_SH0010,PRJ-1002,ART-048,2024-03-25,4.04,QC,Y,N,Production Tracker,Client notes
TE-0002016,PRJ-1005_SQ010_SH0020,PRJ-1005,ART-044,2024-08-26,2.02,Production,Y,N,Production Tracker,
TE-0001385,PRJ-1003_SQ040_SH0060,PRJ-1003,ART-054,2024-06-04,2.58,Review Fixes,Y,N,Production Tracker,Internal review changes
TE-0006498,PRJ-1015_SQ010_SH0010,PRJ-1015,ART-010,2026-03-09,5.31,Production,Y,N,Production Tracker,Weekend delivery push
TE-0001031,PRJ-1002_SQ100_SH0060,PRJ-1002,ART-039,2024-08-31,1.16,Review Fixes,Y,Y,Production Tracker,
TE-0000797,PRJ-1002_SQ130_SH0030,PRJ-1002,ART-053,2024-06-04,7.84,R&D,N,N,Production Tracker,
TE-0005401,PRJ-1012_SQ100_SH0010,PRJ-1012,ART-023,2025-10-31,3.1,Technical Setup,Y,N,Production Tracker,
TE-0003738,PRJ-1009_SQ040_SH0010,PRJ-1009,ART-004,2025-03-29,3.91,R&D,N,Y,Timesheet Portal,Internal review changes
TE-0005264,PRJ-1011_SQ040_SH0100,PRJ-1011,ART-006,2026-01-25,25.44,R&D,N,Y,Production Tracker,Late turnover
TE-0004771,PRJ-1010_SQ040_SH0080,PRJ-1010,ART-018,2025-12-15,1.41,Review Fixes,Y,N,Production Tracker,Internal review changes
TE-0000378,PRJ-1001_SQ030_SH0080,PRJ-1001,ART-036,2024-06-26,7.22,Review Fixes,Y,N,Timesheet Portal,Weekend delivery push
TE-0003697,PRJ-1008_SQ090_SH0090,PRJ-1008,ART-057,2025-08-21,26,QC,Y,N,Production Tracker,Late turnover
TE-0000572,PRJ-1002_SQ060_SH0010,PRJ-1002,ART-058,2024-02-25,4.43,Production,Y,Y,Timesheet Portal,Internal review changes
TE-0003036,PRJ-1007_SQ050_SH0030,PRJ-1007,ART-026,2025-02-15,7.78,Production,Y,Y,Production Tracker,Client notes
TE-0001499,PRJ-1004_SQ020_SH0010,PRJ-1004,ART-004,2024-06-21,13.94,Production,Y,Y,Production Tracker,
TE-0006477,PRJ-1014_SQ050_SH0110,PRJ-1014,ART-052,2026-08-12,5.5,Production,Y,N,Timesheet Portal,
TE-0003056,PRJ-1007_SQ040_SH0040,PRJ-1007,ART-005,2025-02-03,2.43,Review Fixes,Y,N,Production Tracker,Internal review changes
TE-0004530,PRJ-1010_SQ090_SH0040,PRJ-1010,ART-041,2025-09-05,3.77,R&D,N,N,Timesheet Portal,Client notes
TE-0005816,PRJ-1012_SQ120_SH0070,PRJ-1012,ART-048,2026-06-01,5.11,Technical Setup,Y,N,Timesheet Portal,Client notes
TE-0003455,PRJ-1008_SQ010_SH0060,PRJ-1008,ART-013,2025-05-30,6.68,Production,Y,N,Timesheet Portal,
TE-0001854,PRJ-1004_SQ020_SH0070,PRJ-1004,ART-025,2024-11-17,1.11,Production,Y,Y,Production Tracker,Internal review changes
TE-0004285,PRJ-1009_SQ020_SH0120,PRJ-1009,ART-033,2025-12-08,1.7,Production,Y,N,Production Tracker,
TE-0004655,PRJ-1010_SQ010_SH0070,PRJ-1010,ART-005,2025-11-17,4.52,Production,Y,N,Production Tracker,Late turnover
TE-0004789,PRJ-1010_SQ070_SH0080,PRJ-1010,ART-035,2025-12-30,6.76,Production,Y,N,Production Tracker,
TE-0002581,PRJ-1006_SQ070_SH0030,PRJ-1006,ART-050,2025-01-06,6.11,R&D,N,N,Production Tracker,Weekend delivery push
TE-0002714,PRJ-1006_SQ040_SH0050,PRJ-1006,ART-040,2025-03-11,9.54,Production,Y,Y,Timesheet Portal,
TE-0002446,PRJ-1006_SQ090_SH0010,PRJ-1006,ART-041,2024-10-19,8.04,Production,Y,Y,Production Tracker,
TE-0002100,PRJ-1005_SQ050_SH0040,PRJ-1005,ART-023,2024-10-18,8.55,Review Fixes,Y,Y,Production Tracker,
TE-0003304,PRJ-1008_SQ070_SH0030,PRJ-1008,ART-041,2025-04-10,2.25,Production,Y,N,Production Tracker,Late turnover
TE-0004099,PRJ-1009_SQ010_SH0080,PRJ-1009,ART-008,2025-09-17,1.14,Review Fixes,Y,N,Production Tracker,
TE-0003708,PRJ-1008_SQ030_SH0100,PRJ-1008,ART-039,2025-08-31,4.28,Production,Y,Y,Timesheet Portal,Internal review changes
TE-0004745,PRJ-1010_SQ020_SH0080,PRJ-1010,ART-007,2025-12-07,1.52,Production,Y,Y,Timesheet Portal,
TE-0000359,PRJ-1001_SQ070_SH0070,PRJ-1001,ART-039,2024-06-13,7.66,Production,Y,N,Timesheet Portal,Client notes
TE-0000880,PRJ-1002_SQ130_SH0040,PRJ-1002,ART-057,2024-07-07,9.96,Production,Y,Y,Production Tracker,Client notes
TE-0001763,PRJ-1004_SQ070_SH0050,PRJ-1004,ART-025,2024-09-23,9.04,Production,Y,Y,Timesheet Portal,Internal review changes
TE-0001223,PRJ-1003_SQ030_SH0020,PRJ-1003,ART-021,2024-05-02,10.79,Production,Y,Y,Timesheet Portal,
TE-0000781,PRJ-1002_SQ110_SH0030,PRJ-1002,ART-059,2024-06-05,1.79,Review Fixes,Y,N,Production Tracker,
TE-0002894,PRJ-1006_SQ090_SH0070,PRJ-1006,ART-059,2025-06-17,1.4,Production,Y,N,Production Tracker,Client notes
TE-0005962,PRJ-1013_SQ020_SH0040,PRJ-1013,ART-013,2026-03-17,8.51,Production,Y,Y,Production Tracker,Late turnover
TE-0005887,PRJ-1013_SQ050_SH0010,PRJ-1013,ART-037,2026-02-13,3.8,Production,Y,N,Production Tracker,Weekend delivery push
TE-0005433,PRJ-1012_SQ030_SH0020,PRJ-1012,ART-006,2025-11-30,2.17,Production,Y,Y,Production Tracker,
TE-0005618,PRJ-1012_SQ010_SH0050,PRJ-1012,ART-026,2026-02-27,3.39,Production,Y,N,Production Tracker,
TE-0006338,PRJ-1014_SQ010_SH0060,PRJ-1014,ART-046,2025-13-05,8.71,Production,Y,Y,Timesheet Portal,
TE-0000434,PRJ-1001_SQ040_SH0090,PRJ-1001,ART-054,2024-07-27,2.84,Production,Y,Y,Production Tracker,Weekend delivery push
TE-0005882,PRJ-1013_SQ040_SH0010,PRJ-1013,ART-028,2026-01-29,1.27,Production,Y,N,Production Tracker,
TE-0002883,PRJ-1006_SQ070_SH0070,PRJ-1006,ART-043,2025-06-05,6.7,Technical Setup,Y,N,Production Tracker,Late turnover
TE-0000728,PRJ-1002_SQ030_SH0030,PRJ-1002,ART-036,2024-04-15,4.19,Review Fixes,Y,N,Production Tracker,Client notes
TE-0004204,PRJ-1009_SQ040_SH0100,PRJ-1009,ART-053,2025-11-20,9.26,QC,Y,Y,Production Tracker,Late turnover
TE-0003201,PRJ-1008_SQ090_SH0010,PRJ-1008,ART-031,2025-03-03,1.0,Review Fixes,Y,N,Production Tracker,Weekend delivery push
TE-0004346,PRJ-1010_SQ100_SH0010,PRJ-1010,ART-019,2025-06-15,5.53,Production,Y,Y,Production Tracker,Weekend delivery push
TE-0000925,PRJ-1002_SQ080_SH0050,PRJ-1002,ART-022,2024-07-18,2.08,Production,Y,N,Production Tracker,
TE-0004014,PRJ-1009_SQ050_SH0060,PRJ-1009,ART-048,2025-07-31,2.22,Production,Y,N,Timesheet Portal,Weekend delivery push
TE-0003823,PRJ-1009_SQ080_SH0020,PRJ-1009,ART-007,2025-04-25,3.68,QC,Y,N,Timesheet Portal,Internal review changes
TE-0004558,PRJ-1010_SQ030_SH0050,PRJ-1010,ART-033,2025-09-10,2.88,Technical Setup,Y,N,Production Tracker,Client notes
TE-0000214,PRJ-1001_SQ010_SH0050,PRJ-1001,ART-028,2024-04-17,6.8,R&D,N,N,Timesheet Portal,Internal review changes
TE-0000790,PRJ-1002_SQ120_SH0030,PRJ-1002,ART-008,2024-05-15,4.21,Production,Y,N,Production Tracker,Internal review changes
TE-0001356,PRJ-1003_SQ010_SH0060,PRJ-1003,ART-017,2024-05-06,6.85,Review Fixes,Y,N,Production Tracker,Client notes
TE-0004765,PRJ-1010_SQ040_SH0080,PRJ-1010,ART-018,2025-12-14,6.57,Production,Y,Y,Production Tracker,
TE-0000685,PRJ-1002_SQ090_SH0020,PRJ-1002,ART-004,2024-04-07,3.76,Production,Y,Y,Production Tracker,Weekend delivery push
TE-0004327,PRJ-1010_SQ070_SH0010,PRJ-1010,ART-059,2025-05-22,4.64,QC,Y,N,Production Tracker,
TE-0002639,PRJ-1006_SQ040_SH0040,PRJ-1006,ART-058,2025-02-04,6.53,Review Fixes,Y,N,Production Tracker,
TE-0004757,PRJ-1010_SQ030_SH0080,PRJ-1010,ART-039,2025-12-31,9.93,Technical Setup,Y,FALSE,Production Tracker,
TE-0006405,PRJ-1014_SQ060_SH0070,PRJ-1014,ART-022,2026-06-16,8.25,Production,Y,Y,Production Tracker,Internal review changes
TE-0004695,PRJ-1010_SQ060_SH0070,PRJ-1010,ART-007,2025-12-04,7.74,R&D,N,N,Timesheet Portal,
TE-0003994,PRJ-1009_SQ010_SH0060,PRJ-1009,ART-001,2025-08-05,3.49,QC,Y,N,Production Tracker,Internal review changes
TE-0003960,PRJ-1009_SQ050_SH0050,PRJ-1009,ART-016,2025-07-16,1.15,Technical Setup,Y,N,Production Tracker,
TE-0002691,PRJ-1006_SQ120_SH0040,PRJ-1006,ART-057,2025-02-28,2.89,Production,Y,N,Production Tracker,Internal review changes
TE-0000413,PRJ-1001_SQ070_SH0080,PRJ-1001,ART-018,2024-06-26,28.77,Production,Y,Y,Timesheet Portal,Client notes
TE-0001207,PRJ-1003_SQ010_SH0020,PRJ-1003,ART-049,2024-04-21,1.13,Production,Y,Y,Production Tracker,Late turnover
TE-0001609,PRJ-1004_SQ030_SH0030,PRJ-1004,ART-043,2024-08-08,4.07,Production,Y,N,Timesheet Portal,Late turnover
TE-0004149,PRJ-1009_SQ020_SH0090,PRJ-1009,ART-028,2025-10-11,4.81,Review Fixes,Y,Y,Production Tracker,
TE-0004783,PRJ-1010_SQ050_SH0080,PRJ-1010,ART-009,2026-01-01,1.1,Review Fixes,Y,N,Production Tracker,Weekend delivery push
TE-0004687,PRJ-1010_SQ050_SH0070,PRJ-1010,ART-048,2025-11-18,7.84,Production,Y,N,Production Tracker,
TE-0003875,PRJ-1009_SQ060_SH0030,PRJ-1009,ART-014,2025/05/21,3.33,Review Fixes,Y,N,Production Tracker,Client notes
TE-0000270,PRJ-1001_SQ010_SH0060,PRJ-1001,ART-021,2024-05-10,5.1,Production,Y,N,Production Tracker,Late turnover
TE-0006320,PRJ-1014_SQ050_SH0050,PRJ-1014,ART-005,2026-05-04,6.01,Production,Y,N,Production Tracker,Client notes
TE-0000877,PRJ-1002_SQ120_SH0040,PRJ-1002,ART-033,2024-06-27,5.88,Technical Setup,Y,N,Timesheet Portal,Late turnover
TE-0003866,PRJ-1009_SQ050_SH0030,PRJ-1009,ART-051,2025-05-22,6.2,Review Fixes,Y,N,Production Tracker,Internal review changes
TE-0001813,PRJ-1004_SQ050_SH0060,PRJ-1004,ART-026,2024-10-24,19.77,Production,Y,Y,Production Tracker,
TE-0004730,PRJ-1010_SQ100_SH0070,PRJ-1010,ART-010,2025-12-26,2.2,Production,Y,N,Timesheet Portal,Late turnover
TE-0002599,PRJ-1006_SQ090_SH0030,PRJ-1006,ART-005,2025-01-02,4.5,Production,Y,N,Timesheet Portal,Late turnover
TE-0004541,PRJ-1010_SQ010_SH0050,PRJ-1010,ART-036,2025-10-02,7.59,Review Fixes,Y,N,Production Tracker,Internal review changes
TE-0000948,PRJ-1002_SQ110_SH0050,PRJ-1002,ART-059,2024-07-23,16.91,Production,Y,Y,Production Tracker,Weekend delivery push
TE-0006182,PRJ-1014_SQ030_SH0010,PRJ-1014,ART-051,2026-03-09,1.58,Production,Y,N,Production Tracker,
TE-0002907,PRJ-1006_SQ120_SH0070,PRJ-1006,ART-057,2025-06-15,13.34,Review Fixes,Y,Y,Timesheet Portal,Client notes
TE-0000641,PRJ-1002_SQ020_SH0020,PRJ-1002,ART-047,2024-03-14,2.96,Production,Y,N,Timesheet Portal,Internal review changes
TE-0000013,PRJ-1001_SQ030_SH0010,PRJ-1001,ART-038,2024-02-21,5.33,QC,Y,N,Timesheet Portal,Internal review changes
TE-0005763,PRJ-1012_SQ020_SH0070,PRJ-1012,ART-010,2026-06-03,1.86,Production,Y,N,Timesheet Portal,Internal review changes
TE-0000273,PRJ-1001_SQ010_SH0060,PRJ-1001,ART-021,2024-05-09,7.6,Production,Y,N,Production Tracker,Client notes
TE-0005598,PRJ-1012_SQ100_SH0040,PRJ-1012,ART-042,2026-03-03,5.48,Production,Y,N,Production Tracker,Late turnover
TE-0004388,PRJ-1010_SQ100_SH0020,PRJ-1010,ART-015,2025-07-12,1.92,Review Fixes,Y,Y,Production Tracker,Late turnover
TE-0006321,PRJ-1014_SQ050_SH0050,PRJ-1014,ART-005,2026-05-12,9.68,Production,Y,Y,Timesheet Portal,
TE-0001253,PRJ-1003_SQ030_SH0030,PRJ-1003,ART-005,2024-05-04,2.13,Production,Y,Y,Production Tracker,
TE-0002938,PRJ-1007_SQ020_SH0010,PRJ-1007,ART-002,2025-01-23,20.87,Production,Y,Y,Production Tracker,Client notes
TE-0004362,PRJ-1010_SQ050_SH0020,PRJ-1010,ART-012,2025-07-01,4.81,Production,Y,N,Production Tracker,Weekend delivery push
TE-0000716,PRJ-1002_SQ010_SH0030,PRJ-1002,ART-052,2024-04-12,22.51,Production,Y,Y,Timesheet Portal,Client notes
TE-0005582,PRJ-1012_SQ060_SH0040,PRJ-1012,ART-020,2026-02-02,24.7,Technical Setup,Y,Y,Production Tracker,
TE-0002971,PRJ-1007_SQ010_SH0020,PRJ-1007,ART-059,2025-01-24,4.0,Review Fixes,Y,N,Production Tracker,Weekend delivery push
TE-0005713,PRJ-1012_SQ050_SH0060,PRJ-1012,ART-060,2026-04-21,6.91,Production,Y,N,Timesheet Portal,
TE-0003928,PRJ-1009_SQ070_SH0040,PRJ-1009,ART-019,2025-06-15,19.32,Production,Y,Y,Timesheet Portal,Client notes
TE-0005120,PRJ-1011_SQ030_SH0060,PRJ-1011,ART-021,2025-10-31,9.21,Technical Setup,Y,Y,Timesheet Portal,
TE-0000601,PRJ-1002_SQ100_SH0010,PRJ-1002,ART-006,2024-03-21,2.39,QC,Y,N,Production Tracker,
TE-0002319,PRJ-1005_SQ040_SH0110,PRJ-1005,ART-050,2025-01-06,3.79,QC,Y,N,Production Tracker,Late turnover
TE-0002616,PRJ-1006_SQ120_SH0030,PRJ-1006,ART-051,2025-01-15,9.78,Production,Y,Y,Timesheet Portal,Internal review changes
TE-0005942,PRJ-1013_SQ040_SH0030,PRJ-1013,ART-018,2026-02-28,8.43,Production,Y,Y,Production Tracker,Client notes
TE-0003327,PRJ-1008_SQ010_SH0040,PRJ-1008,ART-015,2025-04-25,5.97,Production,Y,N,Production Tracker,
TE-0000943,PRJ-1002_SQ110_SH0050,PRJ-1002,ART-059,2024-07-26,1.8,Technical Setup,Y,N,Production Tracker,
TE-0005388,PRJ-1012_SQ090_SH0010,PRJ-1012,ART-040,2025-11-21,5.51,Technical Setup,Y,N,Timesheet Portal,Weekend delivery push
TE-0001824,PRJ-1004_SQ080_SH0060,PRJ-1004,ART-014,2024-10-27,5.6,Review Fixes,Y,Y,Timesheet Portal,Internal review changes
TE-0001742,PRJ-1004_SQ030_SH0050,PRJ-1004,ART-008,2024-09-30,1.66,R&D,N,N,Production Tracker,Weekend delivery push
TE-0006301,PRJ-1014_SQ010_SH0050,PRJ-1014,ART-055,2026-04-22,3.64,Production,Y,N,Timesheet Portal,Client notes
TE-0006247,PRJ-1014_SQ050_SH0030,PRJ-1014,,2026-03-29,3.29,Production,Y,Y,Production Tracker,Internal review changes
TE-0005911,PRJ-1013_SQ030_SH0020,PRJ-1013,ART-058,2026-02-10,5.07,Production,Y,N,Timesheet Portal,Late turnover
TE-0003781,PRJ-1009_SQ030_SH0020,PRJ-1009,ART-054,2025-04-26,6.0,R&D,N,Y,Production Tracker,Internal review changes
TE-0005205,PRJ-1011_SQ010_SH0090,PRJ-1011,ART-021,2026-01-10,3.5,Review Fixes,Y,Y,Production Tracker,Late turnover
TE-0006777,PRJ-1015_SQ040_SH0090,PRJ-1015,ART-015,2026-08-22,8.24,Production,Y,Y,Timesheet Portal,Late turnover
TE-0005472,PRJ-1012_SQ080_SH0020,PRJ-1012,ART-048,2025-11-27,5.36,Production,Y,N,Production Tracker,
TE-0003707,PRJ-1008_SQ030_SH0100,PRJ-1008,ART-039,2025-08-27,9.55,Production,Y,Y,Timesheet Portal,
TE-0002673,PRJ-1006_SQ080_SH0040,PRJ-1006,ART-059,2025-03-04,9.89,Production,Y,Y,Production Tracker,
TE-0006610,PRJ-1015_SQ060_SH0030,PRJ-1015,ART-018,2026-05-05,7.93,Review Fixes,Y,N,Timesheet Portal,Internal review changes
TE-0000055,PRJ-1001_SQ080_SH0010,PRJ-1001,ART-024,2024-02-01,1.35,Review Fixes,Y,N,Production Tracker,Late turnover
TE-0001307,PRJ-1003_SQ040_SH0040,PRJ-1003,ART-041,2024-05-22,4.55,Production,Y,N,Timesheet Portal,Weekend delivery push
TE-0002175,PRJ-1005_SQ030_SH0070,PRJ-1005,ART-049,2024-11-04,5.67,Review Fixes,Y,N,Timesheet Portal,
TE-0004841,PRJ-1010_SQ010_SH0090,PRJ-1010,ART-046,2026-01-25,9.52,R&D,N,No,Timesheet Portal,Late turnover
TE-0000836,PRJ-1002_SQ050_SH0040,PRJ-1002,ART-043,2024-06-15,4.74,Production,Y,Y,Production Tracker,Client notes
TE-0003510,PRJ-1008_SQ030_SH0070,PRJ-1008,ART-052,2025-07-04,2.92,Review Fixes,Y,N,Timesheet Portal,
TE-0001308,PRJ-1003_SQ040_SH0040,PRJ-1003,ART-041,2024-05-21,8.23,Review Fixes,Y,Y,Timesheet Portal,Internal review changes
TE-0002512,PRJ-1006_SQ070_SH0020,PRJ-1006,ART-003,2024-11-22,7.14,Production,Y,N,Timesheet Portal,Late turnover
TE-0001009,PRJ-1002_SQ070_SH0060,PRJ-1002,ART-052,2024-08-26,0,Production,Y,N,Production Tracker,
TE-0003441,PRJ-1008_SQ090_SH0050,PRJ-1008,ART-042,2025-06-07,3.8,Production,Y,Y,Timesheet Portal,Internal review changes
TE-0004044,PRJ-1009_SQ020_SH0070,PRJ-1009,ART-018,2025-08-28,6.3,Review Fixes,Y,N,Production Tracker,
TE-0006367,PRJ-1014_SQ050_SH0060,PRJ-1014,ART-008,2026-05-27,10.33,Production,Y,Y,Production Tracker,
TE-0002418,PRJ-1006_SQ050_SH0010,PRJ-1006,ART-037,2025-13-05,7.28,Review Fixes,Y,N,Production Tracker,
TE-0003346,PRJ-1008_SQ050_SH0040,PRJ-1008,ART-003,2025-04-26,8.93,Production,Y,Y,Production Tracker,Late turnover
TE-0005594,PRJ-1012_SQ090_SH0040,PRJ-1012,ART-010,2026-02-27,8.93,Technical Setup,Y,Y,Production Tracker,Client notes
TE-0002193,PRJ-1005_SQ050_SH0070,PRJ-1005,ART-019,2024-12-01,6.83,Production,Y,Y,Timesheet Portal,
TE-0000574,PRJ-1002_SQ060_SH0010,PRJ-1002,ART-058,2024-03-10,5.9,Technical Setup,Y,Y,Production Tracker,Client notes
TE-0001596,PRJ-1004_SQ020_SH0030,PRJ-1004,ART-034,2024-08-09,2.54,Production,Y,N,Production Tracker,
TE-0003118,PRJ-1007_SQ040_SH0060,PRJ-1007,ART-039,2025-03-03,8.77,Production,Y,Y,Production Tracker,Late turnover
TE-0004058,PRJ-1009_SQ040_SH0070,PRJ-1009,ART-060,2025-09-01,8.44,Review Fixes,Y,Y,Production Tracker,Client notes
TE-0001835,PRJ-1004_SQ090_SH0060,PRJ-1004,ART-037,2024-10-23,8.83,Production,Y,Y,Production Tracker,
TE-0000115,PRJ-1001_SQ010_SH0030,PRJ-1001,ART-010,2024-03-08,0.71,Production,Y,N,Production Tracker,Client notes
